,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
219,aXh1VFXieJo,FILTHYFELLAS,"MANCHESTER UNITED ARE 3RD, ARSENAL HAD A HOWLER, WEST HAM ARE SAFE | #FILTHYFELLAS","We're going to start saying it more because too many of you don't. Subscribe to the flipping channel.

Crowd we love you. With the regularity of games over the last few weeks we haven't been able to come together and record a proper episode without it being out of date by the time it dropped, but with the season over the man dem came together to talk about final league positions, the things you can and can't put on T-Shirts, the fact that you lot aren't all subscribed, what we did in Lockdown and more.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Stevo The Madman', 'STMM', 'STevoTheMadman', 'Miles', 'Loons', 'Margs', 'No Behaviour', 'Jordy', 'BOAT', 'Harry Pinero', 'Football', 'Bruno Fernandes', 'Manchester United', 'Arsenal', 'West Ham', 'Relgation', '3rd Place', 'Season Review', 'Premier League 2019/20', 'Lockdown', 'Banter', 'Comedy', 'Filthy Fellas', 'Filthy @ Five', 'Studio', 'Funny', ""Stevo's Birthday""]",2020-07-28T17:00:20Z,88783,3871,,455,PT22M19S,hd,false
220,TkLYsoPtrdY,FILTHYFELLAS,IS PAUL POGBA THE MOST UNDERRATED PLAYER AT MANCHESTER UNITED???? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

Back at it with another contentious debate, Poet, Stevo The Madman, Skits and Tego are joined by Filthy @ Five debutants J2K and Rueben to discuss the most underrated player at every 'Big Six' team. Yes Margs said Paul Pogba, but who said Dele Alli? Who said David Luiz? Who brought up Roberto Firmino?

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Tego Sigel', 'Poet', 'Poetscorneruk', ""Poet's Corner"", 'Skits', 'J2K', 'Margs', 'Stevo The Madman', 'STMM', 'Debate', 'Banter', 'Funny', 'Filthy Fellas', 'FilthyFellas', 'Paul Pogba', 'Rueben', 'Manchester United', 'David Luiz', 'Arsenal', 'Chelsea', 'Matteo Kovacic', 'Tottenham Hotspur', 'Dele Alli', 'Manchester City', 'Riyad Mahrez', 'Jordan Henderson', 'Underrated Players', 'Underrated', 'List', 'Premier League', 'Snapchat', 'Football', 'Podcast']",2020-07-22T16:00:03Z,147939,2971,,836,PT1H13M25S,hd,false
221,6heWlsJmhio,FILTHYFELLAS,"""ON MY MUM'S LIFE HE WAS BONGING IT OFF A SAUSAGE! | NO RULES VS NO BEHAVIOUR FT. MARGS AND LOONS","Subscribe to the channel you bumba-holes!

For the 25th episode of No Rules Show we had to do something special, so we crossed over with our favourite podcast in the UK right now No Behaviour to talk about prison, eating dirty chicken burgers, beefing seagulls, bonging off of a sausage, some serious wrestling takes, driving a hybrid and more. This is a classic episode that we had to bring to you early!

Go and Subscribe to the No Behaviour Podcast NOW! You have no choice! - https://www.youtube.com/channel/UCaAuB1D54e9ySO3J9RF8UYA

Please leave us a positive rating and let us know who you want to hear on the No Rules Show next.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['No Rules Show', 'No Behaviour Podcast', 'Margs', 'Loons', 'Funny', 'Comedy', 'Banter', 'Hilarious', 'FilthyFellas', 'Filthy Fellas', 'WWE', 'WWF', 'Bonging Off a Sausage', 'Sausage', 'Prison', 'Jail', 'Wray & Nephew', 'Podcast', 'Interview', 'Mash Town', 'Mashtown', '1Xtra', 'Tim Westwood', 'Specz Gonzalez', 'Tego Sigel', 'Specs Gonzalez', 'Tego']",2020-07-21T16:00:02Z,324372,6139,,541,PT1H16M,hd,false
222,0F7_yHIdzJ4,FILTHYFELLAS,"TROY DEENEY TALKS BLACK LIVES MATTER, SADIO MANE AND COVID WITH POET | 1 PO SHOW","The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

The realest player in the Premier League and it's not close, Troy Deeney blessed the 1 PO SHOW to prove he's just that. When Troy talks, we listen and in conversation with Poet the Watford captain breaks down his involvement in the Premier League's Black Lives Matter campaign, his thoughts on Project Restart, speaking to Sadio Mane about Ismaïla Sarr and more. Take this one in.

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Troy Deeney', 'Sadio Mane', 'Ismaïla Sarr', 'COVID 19', 'Corona Virus', 'Coronavirus', 'COVID19', 'Banter', 'Comedy', 'Interview', 'Poet', 'FilthyFellas', 'Filthy Fellas', 'Poetscorner', 'PoetscornerUK', 'Podcast', 'Chat', 'Watford', 'Captain', 'Goals', 'PEnalty', 'Black Lives Matter', 'Project Restart', '1 PO SHOW', 'Liverpool', 'Conversation', 'Tunnel']",2020-07-17T18:01:56Z,62723,2357,,213,PT58M28S,hd,false
223,T8uZQrnel6Q,FILTHYFELLAS,CHUNKZ: I HAVE NEVER SHOULDER SHAKED!!! | NO RULES SHOW EPISODE 24,"Subscribe to the channel you bumba-holes!

The single most anticipated episode of No Rules Show ever, the world famous, internationally respected, universally back-offless Beta Squad Prince of North West London Chunkz is in the building! Talking about his lack of experience with shoulder shaking, his love of true crime, his back-off and the head size of a mutual friend of he and Specs, this one is a CLASSIC!

Please leave us a positive rating and let us know who you want to hear on the No Rules Show next.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['No Rules Show', 'Specs Gonzalez', 'Chunkz', 'Funny', 'Comedy', 'Interview', 'FilthyFellas', 'Filthy Fellas', 'Beta Squad', 'Banter', 'Sharky', 'NoRules', 'Shoulder Shaking', 'Kritikal', 'Chunkz and Filly', 'Masturbation', 'Wanking', 'Stories', 'Podcast']",2020-07-16T16:00:04Z,246288,5756,,260,PT58M17S,hd,false
224,brZn9ewByHs,FILTHYFELLAS,WOULD YOU SWAP ROBERTO FIRMINO FOR THOMAS MULLER???? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

We're getting really smart this week and trying to fix all of the Big 6 teams with one 'swap' deal. Every one of the 'Big 6' need improving some how and some way and Stevo The Madman, Jordy, Miles, Lumos and Tego are going to figure out where and how. Would Liverpool push back on for Champions League honours if they replaced Roberto Firmino with Thomas Muller for a season? Would Arsenal get back in the Top 4 with Danny Ings in their side?

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Filthy Fellas', 'Tego Sigel', 'Stevo The Madman', 'Miles', 'Jordy', 'Lumos', 'Manchester United', 'Liverpool', 'Manchester City', 'Tottenham Hotspur', 'Spurs', 'Chelsea', 'Arsenal', 'Banter', 'Comedy', 'Debate', 'Transfers', 'Deals', 'Filthy @ Five', 'Jonny Evans', 'Roberto Firmino', 'Thomas Muller', 'Jadon Sancho', 'Harry Kane', 'Anthony Martial', 'Tanguy Ndombele', 'Jack Grealish', 'Ben Chillwell', 'Said Benrahma', 'Brentford', 'Swap Deals', 'Exchange Deals', 'STMM', 'SNapchat', 'Football', 'Premier League', 'Lewis Dunk']",2020-07-15T16:00:03Z,89393,1683,,684,PT58M31S,hd,false
225,el27FDNxg5M,FILTHYFELLAS,IS MO SALAH THE MOST OVERRATED PLAYER IN THE PREMIER LEAGUE???!?! | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

The most mature and sensible debate show on planet earth is back and the takes are hot AF. Margs, Poet, Jordy, Miles, Skribz and Tego consider the most overrated player in the Premier League currently. Is it really Pierre-Emerick Aubameyang? Is Marc Albrighton really better than Willian? Is Dominic Calvert-Lewin better than Gabriel Jesus? Is Mo Salah a Top 10 player in the division? 

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Filthy Fellas', 'Filthy @ Five', 'Jordy', 'Margs', 'Tego Sigel', 'Tego', 'Poet', 'Miles', 'Milage', 'Skribz', 'Banter', 'Debate', 'Premier League', 'Aubameyang Overrated', 'Overrated', 'Pierre-Emerick Aubameyang', 'Funny', 'Willian', 'Marc Albrighton', 'Howler', 'Gabriel Jesus', 'Dominic Calvert-Lewin', 'Mo Salah', 'Manchester City', 'Liverpool', 'Manchester United', 'Arsenal', 'Everton', 'Striker', 'Goals']",2020-07-08T16:11:29Z,112080,2662,,1570,PT44M19S,hd,false
226,S5kwT9_Pwu8,FILTHYFELLAS,"""JME TOLD ME TO GO WHERE THE LOVE IS!"" NOVELIST & POET | 1 PO SHOW","The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

A young King who moves at his own pace and by his own rules, Novelist is an enigma to so many for his pioneering Grime career, the maturity and strategic way he navigated the music industry as a very young man and of course the levels of respect and admiration he commands from his peers. Sitting down with Poet for the 1 PO SHOW, Nov gets into that infamous night on stage at The BRIT Awards with Kanye West, getting advice from JME, being supported by Skepta and more...

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Poet', 'Novelist', '1 PO SHOW', 'JME', 'Skepta', 'Kanye West', 'Virgil Abloh', 'Grime', 'Interview', 'Podcast', 'The BRIT Awards', 'Lewisham', 'New Cross', 'BAnter', 'Funny', 'Deep', 'Boy Better Know', 'FilthyFellas', 'Filthy Fellas', 'Filthy @ Five', 'Poet Podcast', 'Poet Show', '1 Poet Show', 'One Poet Show', 'One Po Show']",2020-07-03T17:00:03Z,33455,1264,,93,PT26M58S,hd,false
227,U_stWSvIs1A,FILTHYFELLAS,WHO IS THE WORST FIRST TEAM PLAYER AT EVERY 'BIG SIX' PREMIER LEAGUE CLUB??? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

How long do you have to wait before you decide whether or not you call a player a flop? Nicolas Pepe got a lot of flop shouts before lockdown, so what about him? Poet, Stevo The Madman, Margs and Tego get into the mercurial Arsenal winger as well as considering Anthony Martial, Alexandre Lacazette and Paul Pogba. Harry Pinero joins late to stand-up for his hero PLP.

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Manchester United', 'Arsenal', 'Liverpool', 'Chelsea', 'Tottenham Hotspur', 'Spurs', 'Specs Gonzalez', 'Harry Pinero', 'Margs', 'Poet', 'Tego Sigel', 'Tego', 'Manchester City', 'Debate', 'FilthyFellas', 'Filthy Fellas', 'Banter', 'Comedy', 'Premier League', 'Filthy @ Five', 'Andreas Pereira', 'Dejan Lovren', 'Sokratis']",2020-07-01T16:00:15Z,234490,4525,,588,PT46M10S,hd,false
228,eZtWZiFkC90,FILTHYFELLAS,WHO IS THE BIGGEST FLOP IN THE PREMIER LEAGUE RIGHT NOW???? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

How long do you have to wait before you decide whether or not you call a player a flop? Nicolas Pepe got a lot of flop shouts before lockdown, so what about him? Poet, Stevo The Madman, Margs and Tego get into the mercurial Arsenal winger as well as considering Anthony Martial, Alexandre Lacazette and Paul Pogba. Harry Pinero joins late to stand-up for his hero PLP.

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Margs', 'Poet', 'Tego Sigel', 'Harry Pinero', 'Stevo The Madman', 'STMM', 'StevoTheMadman', 'FilthyFellas', 'Filthy Fellas', 'Banter', 'Comedy', 'Football', 'Paul Pogba', 'Debate', 'Anthony Martial', 'Alexandre Lacazette', 'Nicolas Pepe', 'Nicolas Pépé', 'Mashtown', 'The United Stand', 'Flop', 'Flop Signing', 'Arsenal', 'Manchester United']",2020-06-24T16:02:55Z,113067,2050,,900,PT55M9S,hd,false
229,MzIh23QVDuQ,FILTHYFELLAS,"""CANCEL CULTURE IS NOT SERIOUS!"" LIPPY & POET | 1 PO SHOW","The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

Poet and Lippy is a combination you knew you wanted, but you didn't know much. Sitting down on the second episode of the 1 PO SHOW, the greatest segway between the streets and the Tweets from North West London talks cancel culture, not respecting the social media regulators, developing a reputation and more...

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Poet', 'Lippy', '1 PO SHOW', 'Banter', 'Comedy', 'Interview', 'Alhan', 'Twitter', 'Gasworks', 'FilthyFellas', 'Filthy Fellas', 'Social Media', 'Cancel Culture', 'North West London', 'For The Culture', 'The Culture', 'Street Politics', 'Cancelled', 'No Rules Show', 'Podcast']",2020-06-19T17:00:09Z,83414,2113,,165,PT28M27S,hd,false
230,psJ5_xe2Q2I,FILTHYFELLAS,WHO WINS THE FIRST GAME BACK - TOTTENHAM HOTSPUR OR MANCHESTER UNITED? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

With the first major fixture of the comeback games following Project Restart seeing Manchester United visit Tottenham Hotspur, Poet, Skits, Tego, Jordy, Specs and Lumos watched back the first league meeting between the two teams to analyse what was going right and what was going wrong for each club at the time before deciding who is going to win when the Premier League returns next week.

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Filthy Fellas', 'Poet', 'Skits', 'Specs Gonzalez', 'Specz', 'Jordy', 'Tego Sigel', 'Tego', 'Lumos', 'Manchester United', 'Tottenham Hotspur', 'Spurs', 'Manchester United 2-1 Tottenham Hotspur', 'Jose Mourinho', 'Ole Gunnar Solskjaer', 'Champions League', 'Premier League', '2-1', 'Marcus Rashford', 'Dele Alli', 'Goal', 'Goals', 'Volley', 'Paul Pogba', 'Bruno Fernandes', 'Harry Maguire', 'Jesse Lingard', 'Mason Greenwood', 'Watch Along', 'Filthy @ Five', 'Banter', 'Comedy', 'Debate']",2020-06-10T18:00:21Z,62699,1206,,267,PT1H2M56S,hd,false
231,qPPobN7gj64,FILTHYFELLAS,"""THEY'VE WANTED TO BE BETTER THAN ME THE DAY THEY MET ME!!!!"" WILEY & POET | 1 PO SHOW","The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

The show you had no idea you needed, POET goes it alone with the 1 PO SHOW. Sitting down with the Godfather, the legend, the actual GOAT Wiley. Talking about 6ix9ine, Stormzy, AJ Tracey, taking responsibility for Grime and more.

We've got some big episodes planned.

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Wiley', 'Poet', 'Stormzy', 'AJ Tracey', '1 PO SHOW', 'FilthyFellas', 'Interview', 'Grime', 'History', '6ix9ine', '6ix 9ine', 'Halfcast', 'Banter', 'Comedy', 'Rap', 'Culture', 'Snitch']",2020-06-05T17:00:13Z,248920,4572,,615,PT40M1S,hd,false
232,7ry0NrpVFGA,FILTHYFELLAS,DOES PAUL POGBA MAKE MANCHESTER UNITED TITLE CONTENDERS NEXT SEASON??? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

While we don't have new matches to discuss, Poet, Specs Gonzalez, Jordy and Tego Sigel come together to bring one of the Filthy @ Five live debates to the studio. Discussing who they believe will be the most improved team in the Premier League next season, the boys consider Manchester United, Arsenal and Tottenham Hotspur with no transfers and consider where they should finish in the division come the end of the 2020/21 campaign.

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Filthy Fellas', 'Filthy @ Five', 'Manchester United', 'Tottenham Hotspur', 'Spurs', 'Arsenal', 'Man Utd', 'Poet', 'Specs Gonzalez', 'Jordy', 'Jordyinit', 'TEgo Sigel', 'Debate', 'Tego', 'Argument', 'Blackburn Rovers', 'Jose Mourinho', 'Paul Pogba', 'Bruno Fernandes', 'FilthyFellas', 'Banter', 'Comedy', 'Funny', 'Harry Kane', 'Harry Maguire', 'Chris Smalling']",2020-06-03T16:00:15Z,87389,1758,,454,PT57M36S,hd,false
233,_fV1cCchnbY,FILTHYFELLAS,"MANDEM MOVING MAD NEWS EPISODE 2: SKITS ON PORN, MILES WITH THE HOWLERS, POET ON BUNDESLIGA","The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

The second episode of Mandem Moving Mad News sees Skits debut with a report on COVID-19's impact on the porn industry, Miles Fearon talking us through all of the trending howlers on social media, Poet breaking down Bundesliga and beefing with Wing Stop and Specs Gonzalez giving us the latest from Boris Johnson and The Undertaker.

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Filthy Fellas', 'Skits', 'Poet', 'Specs Gonzalez', 'Miles Fearon', 'Mandem Moving Mad', 'Mandem Moving Mad News', 'Man Dem Moving Mad News', 'Football', 'Banter', 'Comedy', 'Porn', 'COVID 19 in Porn', 'Howler', 'Howlers', 'Bundesliga', 'Borussia Dortmund', 'Bayern Munich', 'Boris Johnson', 'Dominic Cummings', 'The Undertaker', 'Michael Jordan', 'CumGate', 'Politics', 'Funny', 'The Last Ride', 'WWE Network', 'The Last Dance', 'Documentary', 'Wrestling', 'WWE']",2020-05-31T16:00:07Z,33011,1405,,79,PT10M59S,hd,false
234,cElZ3pzWIqs,FILTHYFELLAS,WERE ARSENAL'S INVINCIBLES BETTER THAN MANCHESTER UNITED IN 2007/08?? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

After Manchester United 2007/08 team beat Liverpool's 2019/20 team in the last Filthy @ Five debate, Specs Gonzalez, Poet, Jordy and Tego Sigel go through Arsenal's 2003/04 squad and compare Vieira Vs Hargreaves, Pires Vs Tevez, Henry Vs Rooney, Campbell Vs Ferdinand and figure out who had the best squad...

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Tego Sigel', 'Tego', 'Poet', 'Specs Gonzalez', 'Jordy', 'Specz', 'FilthyFellas', 'Filthy FEllas', 'Banter', 'Comedy', 'Football', 'Premier League', 'Filthy @ Five', 'Debate', 'Arsenal', 'Manchester United', 'Thierry Henry', 'Wayne Rooney', 'Carlos Tevez', 'Cristiano Ronaldo', '2003/04', 'Invincibles', 'Comparison', 'Funny', '2007/08', 'Champions League', 'Patrick Vieira', 'Owen Hargreaves', 'The Invincibles']",2020-05-28T16:00:01Z,82781,1796,,360,PT37M36S,hd,false
235,plr-2npd3_Y,FILTHYFELLAS,MANDEM MOVING MAD NEWS EPISODE 1,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

Lockdown has had the Mandem Moving Mad and we're going to be bringing you the latest on the front through our brand new show Mandem Moving Mad News. Host Specs Gonzalez runs through Boris Johnson's latest outbreak strategy, he taps sports correspondent Poet to break-down the latest Premier League stories, goes to Essex for his regional reporter Jordy's perspective on the Mandem Moving Mad and Savage Dan brings you the weather.

Leave comments to feature on the show.

Gang.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Specs Gonzalez', 'Poet', 'Mandem Moving Mad News', 'Mandem Moving Mad', 'Savage Dan', 'Jordy', 'News Show', 'Boris Johnson', 'Ngolo Kante', 'Troy Deeney', 'Banter', 'Comedy', 'Funny', 'MMM', 'Watford', 'Chelsea']",2020-05-24T17:01:50Z,26598,2153,,116,PT3M28S,hd,false
236,0audGw3VSm8,FILTHYFELLAS,ARE MANCHESTER UNITED 2007/08 BETTER THAN LIVERPOOL 2019/20? | FILTHY @ FIVE,"The live Filthy @ Five has moved to Twitch - https://www.twitch.tv/filthyfellas

We took Filthy @ Five to the studio for a social distance special debate. Skits, Tego Sigel, Specs Gonzalez and Jordy watch through a 2007/08 Premier League season recap to refresh themselves on Manchester United's record breaking season, before considering whether Sir Alex Ferguson's team of Carlos Tevez, Wayne Rooney, Cristiano Ronaldo and co. should be consider greater than the Liverpool team of van Dijk, Firmino and Salah...

Leave comments to feature on the show.

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Filthy Fellas', 'Jordy', 'Skits', 'Vibbar', 'Tego Sigel', 'Specs Gonzalez', 'SPecs', 'Specz', 'Banter', 'Comedy', 'Funny', 'Filthy @ Five', 'Manchester United', 'Liverpool', 'Manchester United 2007/08', 'Liverpool 2019/20', 'Head To Head', 'Debate', 'Argument', 'War', 'Peter Crouch', 'Emmanuel Adebayor', 'Cristiano Ronaldo', 'Mo Salah', 'Wayne Rooney', 'Carlos Tevez', 'Premier League', 'Champions League', 'Rio Ferdinand', 'Virgil van Dijk']",2020-05-21T16:00:02Z,63697,1251,,306,PT51M53S,hd,false
237,m-vhFfoR1bE,FILTHYFELLAS,No Rules Show Live Ft. Jordy (Lockdown Special),"Watch Jordy's new video - https://youtu.be/OSd-J2xaTBg

We are respecting social distancing on this channel and having given you all a couple of weeks to settle into your new lifestyles #FilthyFellas are taking on the pandemic one day at a time. We start with the first ever live episode of No Rules Show where Specs and Tego will run-down the latest No Rules News and respond to your comments with the help of Jordy, whose new single Pagans is out now and is a banger.

We're responding to live comments, so get involved in the show live.

Please leave us a positive rating and let us know who you want to hear on the No Rules Show next.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['No Rules Show', 'Jordy', 'Specs Gonzalez', 'FilthyFellas', 'Filthy Fellas', 'Banter', 'Comedy', 'Live', 'Vibbar', 'Pagans', 'ARsenal']",2020-04-02T18:40:34Z,53759,686,,37,PT1H32M43S,hd,false
238,DRPhGF3vyD0,FILTHYFELLAS,RESPONDING TO COMMENTS BEFORE SOCIAL DISTANCING | [YOU LOT] CHAT SH*T! #FILTHYFELLAS,"Subscribe to the channel you bumba-holes!

Watch Jordy's new video Pagans - https://youtu.be/OSd-J2xaTBg

The last video recorded before social distancing, the reduced cast of Jordy, Specs Gonzalez, Skits and Poet get into the comments of the last #FilthyFellas for a new episode of [You Lot] Chat Sh*t! Getting into the classic beef between Miles and BOAT, their plans for lockdown, wasting tissue and their fashion choices for the day, drink this one in because we might not be in the same room again for a while.

Love you guys.

Let us know if you want more behind the scenes and more [You Lot] Chat Sh*t! in the comments and by hitting the LIKE button. Otherwise we'll probably just stop doing it.

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['FilthyFellas', 'Filthy Fellas', 'Specs Gonzalez', '[You Lot] Chat Shit', 'Chat Shit', 'Jordy', 'Skits', 'Poet', 'Poetscorneruk', ""Poet's Corner"", 'Comments', 'Banter', 'Comedy', 'Football', 'Hilarious', 'Response Video', 'Replies', 'Fashion', 'Style', 'Nike', 'Trainers', 'Interview', 'BTS', 'Behind The Scenes']",2020-03-30T17:00:12Z,48581,1461,,66,PT12M8S,hd,false
239,i6ilXDpiHzQ,FILTHYFELLAS,"""Crucial Robbie, This Is The Worst Song I've Ever Heard!"" | No Rules Show Episode 23","Subscribe to the channel you bumba-holes!

Watch Jordy's new video - https://youtu.be/OSd-J2xaTBg

The world is crazy right now and the opposite of No Rules has been actioned by the government. Never has the No Rules ethos been more needed than right now and Specs Gonzalez is here to deliver. Straight out of the bunker, Specs and Tego get into a Vince McMahon and Eric Bischoff Remember Wrestling, they talk about Robbie Lyle sneaking his music onto people's phones, they get into some No Rules News and they face down this pandemic once and for all.

Please leave us a positive rating and let us know who you want to hear on the No Rules Show next.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Specs Gonzalez', 'Specs', 'FilthyFellas', 'Filthy Fellas', 'Banter', 'Comedy', 'WWE', 'WWF', 'Wrestling', 'Corona Virus', 'COVID-19', 'Lockdown', 'Podcast', 'Interview', 'Football', 'Arsenal', 'AFTV', 'Robbie Lyle', 'Arsenal Fan TV', 'FFS', 'Tego Sigel', 'Kritikal', 'Hilarious']",2020-03-27T17:00:08Z,76399,1102,,112,PT1H15M44S,hd,false
240,2E4Ro7reoEI,FILTHYFELLAS,"""There Are Places In London That Stink! Enfield. Stinks!"" | No Rules Show Episode 22","Subscribe to the channel you bumba-holes!

COVID-19 is coming for us and we're running away as fast as we can. Locked in the bunker Specs Gonzalez and Tego Sigel go through as many of the No Rules scenarios and situations as they possibly can in the latest No Rules News. From bad hygiene in France, to the stinkiest areas in London and of course an absolute classic Remember Wrestling. We won't stop because we can't stop.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['No Rules Show', 'Specs Gonzalez', 'Tego Sigel', 'Podcast', 'FilthyFellas', 'Filthy Fellas', 'No Rules Show Podcast', 'No Rules Podcast', 'FilthyFellas Podcast', 'Filthy Fellas Podcast', 'Interview', 'Corona Virus', 'COVID-19', 'COVID 19', 'Banter', 'Comedy', 'Funny', 'HIlarious', 'France', 'WWE', 'WWF', 'Wrestling', 'Boogeyman', 'Mini Boogeyman', 'Hornswaggle', 'Hilarious', 'No Rules News', 'Remember Wrestling', 'Specz', 'Kritikal', 'Chairman', 'ASDA Jeans Story', 'Tinie Tempah', 'Aftershock']",2020-03-20T18:33:35Z,61043,1060,,125,PT59M55S,hd,false
