,video_id,comments
287,XUwoW5rDITA,"['J', 'Anyone knows where to find that Elite shirt that skits was wearing ??', 'Specs omg 😂😂😂😂', 'Tiote is dead specs', ""Pepe can't control his feet? lol he's amazing at dribbling .."", 'skits only scared of albanians because he got killed by them in top boy', 'Specs saying tiote is with basil I’m dead', 'Does anybody know where I can find that thierry henry elite shirt??', 'Specs turns Oxygen into laughing gas.', '#MilesForPresident']"
288,NgGUgXri3Hc,"['Miles has had 8+ howlers in 1 episode of filthy ffs', 'The way Specs is describing his dog to Jordy had me rolling🤣', 'Does jordy support man u or west ham', '""Miles is far closer to a rat than a roadman"" 💀💀💀', 'Yo wheres the new episode man', 'Yo wheres the new episode man', 'Yo wheres the new episode man', 'Yo wheres the new episode man', ""Where is this week's episode?"", '""You dont crash planes, I jumped out"" miles trying to be inspirational  but at the same time showing his lack of football and aeroplane knowledge']"
289,YcJd2wWU8rU,"['man said syllabus  😂😂', 'Poet said we might win a cup he wasn’t wrong😂', 'Looks like we get to watch another live  again today :)))))', 'Road to 100k', 'Back again after filthy at 5', '5:31 Harry talking facts', 'Here for the 100k views', 'Classic episode', 'need 100k', ""0:19 Poet's random bars are soooooooooooooooooooooooooo underrated and unrivaled""]"
290,2esJhadC3tA,"['They  need to bring this format back man for this season at least', ""Harry: You're not winning a damn trophy\n\nArsenal , FA Cup winners 19/20"", 'Wait Specs went St. Aloysius??', '13:17', '....and now Man Utd are 1 loss away from relegation zone while Chelsea are 4th. Lol', 'Ross and Dan are an underrated combo', '100k subs soon💯', 'Dat Vibbar album is FIYAH @poetscorneruk @skitsdb ..... sweeden ..... bellarin .... chapter 2 ..... big tunes', 'Boat lost his marriage and his job', 'Rahhh, Ross is back and now the pengest on the show, just need mitch and his clapped hairline back and vuj to start making more appearances']"
291,AqzxyUyjefo,"['Gang, this episode means we are officially past the half a decade of Filthy mark. We love all of you for being with us, new supporters and old ones. You know our ting is separate, but hitting season six is fully mad. Thank you for being #FilthyFellas.', '“Should do the woodpeckah.. bapbapbapabapbap” hahahahaha', 'Skits is my favourite person in the world. 😂🥰', ""Allegedly, Kyle Walker's hair got lost in a pillow-making establishment."", 'Dan and Miles are a GOAT duo 😂', 'Finally my life is back to normal', 'Skitz is THE filthyfella 😂😂😂😂😂', 'Miles is a neek 😂😂😂😂', ""All Leeds aren't we. Respect Vuj"", ""how much did vuj get paid for selling flowers in karl pilkington's show?""]"
292,EaRFDE6Wmqk,"['Oh shit skits predicted arsenal would finish 10th', 'Specs handed Miles so many Ls while having lived in a cave ffs this show', '🤣🤣🤣🤣', 'Deep at 12:10 specs said that he was born in 1994', '20:52 XD Specs knows whats right!', 'This was Specs’ best performance ever. Wow', 'Jordan Henderson is not the worse player to lift the champions league. Not gonna lie this took some Wikipedia to prove it but Jorge Costa was captain for Porto in 2004 . Jorge who ? Exactly i always thought  Ricardo Carvalho was captain', 'Apollo Creed and Ivan Drago was suppose to be a exhibition and look how that turned out', 'So you got together again. Q is why did you bother?', 'Specs and Miles, what a fucking duo loooooooool']"
293,hwtewMtXxfg,"['miles is swimming in that hat', 'bro is this guy at 3:03 jewish?????', 'Crazy how arsenal are getting Luiz now LOOOL', '🏆🏆🏆🏆🏆🏆', '6:54-7:05 that aged so well😂', 'United fans talking about not winning anything lmfao. 6th???!', 'Liverpool win the ucl and these utd fans look like twats 🤣', 'Bunch of bottlers except for City and LFC', ""Won't they do a post European final episode."", 'Sixtimes']"
294,wMEE9405B4g,"['Real talk Lily Allen is about Fulham yanno', 'At the risk of seeming foolish... What is a battery?', '6', 'At 11:00 specs needs to hold that L, even Miles was like 🤔🤔🤔', 'Fuck you, you have DT for fuck sake.', 'I just deeped it... Boat looks like mannie fresh🤣', 'We need a white guy with an Indian accent next 🤣🤣🤔', 'Steveo sounds mad English and the Yardie Guy sounds mad Jamaican 🤣 #FreakyFriday', '""what about the faded dusty jean jacket you brought today?"" is a finisher', 'MiLes smells like rice']"
295,9kBrYZcPgsI,"['1 year later they win, life is funny .', 'Are Liverpool not supposed to win the league now🙃?????', 'making fun of lfc... your teams are taking big Ls', 'fucking idiots!!!!!!!\n6th time', 'Mi rass means fuck in English... Blouse and skirt is basically a slang that means wtf', ""You man need to do better with your timing slyly. It's Wednesday and the season ended on Sunday and you haven't uploaded yet."", 'Harry and Specs\n\nYorke and Cole\n\n👏🏾', 'Wanyama is Kenyan', 'Never seen a Kenyan footballer WANYAMA', ""Missed this show haven't watched in a minute,school's a bummer. Love you guys but why are we collecting Ls with Arsenal and Miles tho 😂 why are you like this guys 😂""]"
296,YSrUly1VEVU,"['If poet ddnt have those hair plats he would look like his name should be Norman', '😭😭😭🤣🤣🤣🤣🤣🤣🤣 \n\nMan said what would you take.....\n\nHis life!??!?!? \n\nHold on loool i dont think they meant that', ""Harry is lovely tbf. Miles's mum is on to something there."", 'Lol I don’t even watch football but this is hilarious', 'I think these lot secretly like Miles 😕', 'was this meant tobe a football show.', 'I see so much of myself in Miles idk what to do with myself', 'What? Poet supports Leicester City now 😂😂😂 childish', 'harry is such an improvement to this show', '7 minutes in an I’m still listening to them talk about Miles.']"
297,UL3rDO8vlBM,"['Miles has the smallest head in history', 'Miles gets it every episode', 'Man said his suit has a hoodie 😂😂😂😂', ""Man called Miles's mum Djemba Djemba hahahaha"", 'stevo mockin ole man hahahah this united squad will age him 10 years on top', 'BURIEL... in the first 20secs..', ""Stevo's banter is mad lol"", 'You don’t need to smoke at 420 You will still be leaving High 😂😂😂', '""Lacto-intolerance""', ""Rahhhh, Specs really ended MILES LMAOO. I'M IN TEARS""]"
298,FvW2k7ZUth0,"['Dan don’t deflect your L', 'That Boat guy is a dickhead I swear down.', 'Skribz was sooo stoned in this', '9:42 hilarious 🤣🤣🤣🤣🤣🤣', ""Anti Semetric lol.  \nYep Mohamed Salah and Sadio Mane Both Muslims bombed Chelsea's Goal.  😂"", 'If Liverpool win the league Sadio Manes hairline will celebrate next season 😂😂😂', ""BOATS a hater. If Sanchez was playing like Salah he'd have pure brown mess on his face!"", 'Jesus Christ, so many ignorant shit being said. That scribz moron saying Liverpool is a racist club but yet the idiot supports United lol.', ""Please stop making us black folks look ignorant. Its not hard to research Salah's celebration. Its a yoga pose."", ""This scribz fellow doesn't know shit about football. Find another sport to watch, moron. Idiot saying Keita is trash, Thank God your dumbass isn't a manager. Funny thing is, your moronic ass bigging up Pogba and saying Henderson is better than Keita, lol get a new brain, shitbag.""]"
299,g7d-USFTUKA,"['Had 2 come back 2 watch this again. What a legendary episode', 'If Arsenal finish above man united you have to sleep at skribz house 😂😂🙌🏾', 'Savage Dan sounds like he is strongly speaking from experience', 'Skits the real MVP from this episode alone', 'SKRIBZ GOTTA EAT ASS!.....and Skits has gotta be there', 'First and foremost is not Botswanese. A person from Botswana is called a Motswana.', 'Never change Miles', 'whats this battery theyre talking abt haha', 'Yo what happened to “chat shit”?', 'Savage kelly I’m dead']"
300,-swj1DK925Y,"['The last comment from specs was trash', 'The Marathon Continues.', 'Ole  at the wheel  call the AA', 'Miles is the emperor, king and hall of famer for the L factory', 'Filthy fellas is dying quick, sorry to say', 'miles cant leave this show man', 'I remember when this show was good.', 'Chatting all that shit yet your all still below us #COYS', 'Can Miles just like...go?', 'all these tributes to nipsey hustle, name three albumns']"
301,7wMev_FC7PY,"['Specs said Chelsea would be back in 2 years and they did\nWhen he says he come talking money believe it. The man knows what he’s saying', 'specs was right. after 2 years we came back and won the champions league.', 'Specs spot on about itv4 😂😂😂', 'This just shows how much these don’t know about millwall 😂 and how’s Steve talking about racism at millwall as a West Ham fan', 'yall need to get expressions on this show. him vs specs would be a mad ting lol', 'So funny they dissed Chelsea and they won Europa and got championship league 😅😅 and got Frank Lampard and manager now', 'hairy looks like meek mill, and if you suspend your disbelief,  he is', 'The irony of singling out Millwall as a club with “racist tendencies”. Such ignorant, hypocritical and prejudicial hatred. Bunch of FIFA phonies.', '“United will win champions league”', 'still love FF but need some non Utd Arsenal fans lol']"
302,E0__T_NFV50,"[""Lets be honest, Miles has the thickest skin 💪\n...except maybe when he's sat next to Specs 😂"", 'i despise bad audio design', 'Imagine Yung Filly & Specs on filthy fellas👀', 'Harry the only person to deflect stevos gay behaviour', 'Man Utd fans are the weakest glory hunters 👀', ""This was Dan's episode, hands down"", 'hahahahahah the way poet responded to miles shaving his chest made me spit out my drink ahahahahahaa you CARHUNT', 'pretty sure arsenal still do get into the cl even if spurs win it, i think they lose their spot if chelsea also win the europa', 'The related videos are absolutely mental - Savage Dan 2019', 'volume is quiet']"
303,bpO_ptsnlfQ,"['I skip poets bits', 'Jordy looks at the camera like he’s tryna get a girls number', 'This channel deserved 100k years ago 5 years strong!👊🏽', 'yo poet with the janet jackson tunee sounds alrighttt ya knowww', 'Go work in a chippy ffs 😂🤣😂🤣😂🤣', 'Poet banter has improved ten fold ! The guy kills me 😂🤣😂🤣😂🤣', 'Poet casually flexing racks w that Burberry coat 🥶', 'oh lit they got Meek Mill back', ""I'm glad Harry Pinero came back, he seems to know his stuff"", 'These pairs are elite 😂']"
304,_knjgXr5e2g,"['4:39 🤣🤣🤣🤣', 'BOATS Dan impression was spot on 😂😂😂', 'Man said BOATS wife is a brave guy 🤣🤣🤣', 'Classford Stirling and Jude!!! I miss them days man!\n\n""All hands in, 1,2,3 BROADWATER FOR JESUS"" Come on! XD', 'clasford is oj some fat donny', 'Specs deserves his own show 💯😂😂😂', 'I came here just for Clasford', 'I will never eat Walkers again 😂😂😂', 'Man said fucking clasford bro if only they knew about clasford if you know u fucking know 😂😂😂', 'Miles is evolving still']"
305,9GqLcXsVd0M,"['Only watched that cadet clip today, rest in peace❤️', 'Rip Cadet man❤️🙏🏾', ""Dan's in a suit ready to apply for the Chelsea job"", 'RIP Cadet 2 years on and we will never forget 🕊️🕊️', 'Miles talking sense \nPoet sound like a wasteman', ""Nothing savage about Dan.\nSavage people don't wear suits they make suits"", 'Stevo is fucking funny 🤣', 'Sarris made em weak', 'Why is Dan wearing an nice suit on this show and why is Scribz looking like he takes a bath in the stink', 'Rea talk if this ain’t staged he is gay 💯💯🤒']"
306,3i9Ml8dkGaE,"['coming back here after the iwobi episode', 'Why is Dan dressed like Mike Lowry. \n😂😂😂', 'Bring back this format!', 'Iwobi played RWB dan was right', 'Keep dan and specs together', 'Lol cute Dan said Iwobi is a right back for the opposition and Ozil gave Laca his shirt on halftime.This was hilarious.', 'Trying so hard to be funny so cringy', 'Iwobi should come to Manchester United 🤔🤔', ""Who's Us 😂😂😂"", 'Wikipedia 😂']"
307,zMURH7QbLuE,"['I miss this format so much', 'WAIT! WAH!?... wait a minute bruv, why didn’t they lock off the whole ting and stop recording after what Miles just said please !??? I’ve revised it, analysed it, deeped it and he fully said ID BACK OUT MY TING ON THE SHEMALE!??? \nHe wasn’t even bantering, what a fruitcake! 😭😖', 'Filthyfellas is great..has some decent banter...etc. But alot of stuff with Miles is scripted...especially when he comes out with dopey remarks ""accidentally"" please keep it real and not scripted guys', 'If FilthyFellas was a bunch of white dudes talking football and banter, it’d have a million subs. Because it’s a bunch of brothers, people are racist as fuck.', 'You man ain’t ready for the next episode 😅😂 Arsenal mandem be ghostin! Cone on United!', ""Man i used to hate Savage Dan now he's one of the best on this show"", ""Wait... where did this EEEEDiat get the impression that Jenko is well regarded by gooners? He's a hero? You stop it!"", 'Xhaka in the game v Liverpool went mad', 'A man said he would have backed out his ting on the chick with a willy, sometimes u need something nasty in you, once he said he was on his boys lap 😭😭😭😭😭 miles needs help 😂😂', 'Bruuuuuh whats wrong with miles? 😂😂']"
308,fJgIJ5SRer4,"['8:53 specs has superpowers', 'Specz saw the vision!!!!', 'Harry pinero is going to be the guy in 2 years', ""Fabianski a terrible keeper? You're drunk Poet or which is more probable, have no clue about football"", '“Only time your gonna see success this season, is if Fabregas got a blowie” 😂😂😂😂😂😂', 'Where is Leon knight', 'Szcheny is not terrible', 'Love filthy fellas but s*** where’s the Liverpool representation?! #GetMeOn #AnfieldSouth https://youtu.be/w5VTM2k1VbM', 'Poet needs to stop with these dead jokes.', 'Barcelona, City, Liverpool, PSG, Atletico all say that United wont win the Champions League']"
309,s3wPH77K6c4,"['Allow the colorism jokes 3:37', 'Specs is too jokes', 'Who else keeps coming here to check if they have uploaded yet?', 'Bring back Leon Knight', 'This show fell off hard', 'Is Skitz tryna get a role in The Man With the Iron Fists 3 with that ponytail? Bust out the eskrima sticks', 'Skribz shops at Blue Inc 😂😂😂😂😂😂', 'Liverpool could win the quadruple and these arseholes would STILL not talk about how well they play. When they do chat about liverpool games they just talk about how poor the opponent was. Fuck these pricks', 'Any chance of any talk about football. 5 mins of chatting nonsense.', 'you can tie in the NFL its rare']"
310,tPbakdAmStc,"['No Leon knight? Unsub', '10:30 what 😂', 'Boat smiles like Ne-Yo 😂', 'Bring hak back', 'puss n bootcuts', ""What's going on with the lighting?"", 'Bro look at miles’ hat no hat should be that tight', 'Specs is the funniest nigga out no cap', '1 I want savage dan to put more humph as a chelsea fan I know we the best but bro show it and I hope in 2019 ya stops going on backchat and telling ppl he’s name is gogo when ya name is savage dan #twins', 'My wish for the new year is that we all admit both the creators and the audience that we do miss hack....,.....']"
311,PDAWJ9qWO08,"['Pooch 🤣🤣🤣😪🤣🤣🤣', 'Specz talking about Thiago agusto. ♥️', '1:40 don’t ever come for villa like that again my guy', 'The episode that started the Miles and Boat Saga.', 'How is dan saying arsenal dont have a winning culture. Big man your team has only been winning shit in the last decade. Before that chelsea were the aston villa of the premier league', '10:17 Naaaaahhh this is somali behaviour', 'Specs is a legend', 'ALL SAINTS PHONE COVER!   HAHAHAHAHAHA!', ""Honestly feel like Pogba is low-key toxic for United. They got rid of him as a teenager because of his attitude, brought him back when he started doing bits and realising some of his potential at Juve etc and then are surprised when he does jack-shit at United again on his return. Pogba doesn't care who he plays for, either in terms of the manager or in regards to the club he plays for - he's going to do whatever he wants and if that means not putting in the effort so that a manager you don't particularly respect or get along with gets sacked and you can then continue to pretend to be the big superstar draw then that's exactly what he'll do. Toxic. They're better off selling Pogba to somewhere in China as he cares more about money than actually playing it seems. Whilst he's at United I think that club is going to suffer badly."", 'Unblock me cowards!']"
312,c-Uly_TSW38,"['LoL specs said Jackson 6...🤣🤣🤣🤣🤣', 'Its obviously marathon, not marathon', 'Miles why are ur ears in ur hat 😂😂', 'How can an American bredren like me get on the show bruv? Ima Palace supporter btw. 🔵🔴', 'Stevo\'s Mrs don\'t let him say ""cunt""', 'Poet with the Magnum. ""That\'s an L""', 'Savage Dan has been reported as missing, last seen, Stanford Bridge :/', 'The black geezer got paid good cash to be hush hush', '8:12 Are those hands real? They defo from another Planet!!!', 'Lip readers employed by chelsea have said he said “manc” 👀']"
313,PjUqqdwF09I,"['Evisu Lukaku still kills me everytime looooool', 'Spu*s don’t turn Arsenal over all the time. \n\nThey crap. Don’t get it twisted. Arsenal are bigger and better.', 'Poet looks like he works at B&Q.', 'Poet got that Origi shout wrong absolute hero on Merseyside now', 'Origi 🏆🏆🏆🏆🏆🏆', 'I love specs lol😂😂', ""Poet working in UPS now??? That's a crazy outfit!"", 'Lol Skits the English Asian.... AKA Yakuza Mans.... 🤣🤣🤣🤣🤣', 'Bring Leon Knight back Bruv', 'I can’t wait to see Savage Dan gloat to the annoying City fans.']"
314,NCtZZB3j-Nc,"['even when miles does nothing he gets Ls', ""Skits looks like MS-13... He ain't never getting in to America! \n\nSkits looks like the Phillipines Yakuza... For real for real..."", 'my man did not even wipe', 'Stevo crazy yo #bringbackleon', 'How hasnt this been flagged wtf 😂🤣😂', 'Stevo is fruity smh', 'After spurs getting battered by arsenal... it has to be specs miles with savage Dan', ""The realisation on Miles' face when he shits has me rolling! LOL"", ""Next week Specs gonna be worshipping Steve-o's back off"", 'Stevo need a 3 episode timeout jesus christ']"
315,CoTXebjUvU8,"['Who’s here in 2022???? These days of filthy are GOATED. They should run these back man.', 'Still funny LOOOOOOL', 'This is a classic filthy episode', 'This layout of filthyfellas was unbeaten! I hope they bring this format back after lockdown', 'Paul konchesky liam roseniar', 'NAH SPECS SAID Miles mum looks like Shaun Goater im deadd', '""Your sister"" NAHHHHHHHHHHHHHHH', 'Oi nahh 😂😂😭😭😭', 'boats coat is cold, what brand is it ?', 'P']"
316,qPnIygSVJWQ,"['Lately I’ve been watching these old ones again I miss them uno I see my comments on my old account 🤣', '""im not gay either,..."" loooool', 'great episode', 'Skits might not have back off but he’s got swag. That stoney top is hard!!', 'This is the best episode of the season.', '3:45 did that, and I bet you would still say we aren’t in the race', 'Great stuff', 'Omigod i was screaming when Boat said “ask me who’s better out of Lukaku and lukaku” 😂😂😂😂😂😂😂😂😂😂😂😂', 'Man like Dapaah should be on this show skllllllllllaaaat', 'It makes me cringe watching Miles. Get out of there, lad. You just made up a degree and lied about going to Manchester.']"
317,7mZN0sEqMqc,"['I’m glad they ripped into Poet. He’s truly disgusting to look at', 'Bruhhhhh Even Specs doesn’t know what 3:16 means 😂😂', '4 ridez cadet c adetz', 'You should do a whole WWE episode 😂', 'Bro miLLLLes', 'Why does Miles keep doing this to himself 🤣🤣🤣🤣🤣🤣🤣', 'Don’t ever wear those jeans again 😒😭🤣', 'my man said he was on his lap. dat had me in stitches', 'Puncheon coming through with his belt next week', 'Michael antonio looks just stevo though loooool']"
318,VmknvUI8kiw,"['Everyone knows miles is the best on this show', 'Lollllll alhan', 'miles is just annoying fam', ""Alhan is a legend. don't diss"", 'Where can I get Poet’s hat', 'Miles makes me cringe lol', 'Alhan in for Miles make it happen boys', 'Why is Miles still here bruv.. him a wasteman fr', 'Filthy fellas bringing in post malone', 'Get Alhan out of here man']"
319,cJwxx5S396k,"['Yo coming back to these videos at the end of the season is so mad😂😂😂😂', 'Man said his mum was on stuff 😂😂😂😂😂', 'Yooo, just clocked the orange jackets were a Deeney reference to the Sept 25 episode yooooooo specs & poet is cold fam.', ""Whats the background tune in the beginning sounds like 'grange hill'"", 'That goal was shit compared to Schurrler’s', ""Y'ALL SHOULD TALK ABOUT WAYNE ROONEEEY AND HOW'S LITTTING UP THE MLS"", ""Khabib is that fucking nigga aight but you guys in the comments are thick. Quick Google ting, Khabib is funded by some shady motherfuckign people, Stevo isn't making this shit up"", 'Stevo just said Khabib is funded by terrorism? so I guess Conor McGregor is funded by the Christian IRA Terrorist group then.\n\n\n\n\n\n\n\n\nYou see how stupid that sounds? ^^', ""From time Specs said he's in 26 group chats I was in disbelief mans got like 120 friends Looool wtffff"", ""Khabib's career has been funded by sketchy individuals, the evidence is very much there! All you hating on Steve-O are sounding real ignorant 😂""]"
320,Uc0dSdg4KpM,"['Specs your gay 🤮🤮🤢🤢how can you talk sexual about skribz', 'why does poet claim arsenal now when he used to be in a tottenham shirt 24/7??? wth lool', 'SAVAGE DAN SAID UPPER ECHELON AS UPPER ECKECHELON FFS', 'Miles looks like Sandy the squirrel from Spongebob', 'It was a good game, but that Man Utd vs Chelsea 3-3 in February 2012 was even better.', 'The battle at the bridge was one of the best games in the past four years', 'The shows gone mad, Specs has lost the plot', 'Man said president', '7:30 I’m legit deadddddd', 'miles actually acted normal wtf']"
321,RdcsQ2jt_9A,"['“Not one button survived” 😂😂😂😂😂', 'Man like miles ya kno 😂😂😂😂man said I go gym I’ll lift you off your feet 💯👊🏿😂😂', 'Where is skribz', 'Loooooooooool vuj sunk boat', '11:08 me when I see the Filthy Fellas notification', 'Never trust man who support multiple teams', 'This is the best episode ever', 'Specs is too much ""when you open a jaffer cake"" uno 😂😂😂😂😂', 'Miles is a victim', '“Deeney; I’m not the guy.” Babes. Babes. Baaaaaaaaaabes. Baaaaaaaabeeeeeeees. Please. Stop. Trying. To. Start. A. Fight. With. Troy. Deeney. Fuck sake. 😩😭😂']"
322,CAmhoXfYw2M,"['Black roses😂😂#bringbackleon', ""Miles' barber is defo white, don't know how man can be talking about trims."", 'i love stevo....what a guy', 'My baby Miles. I love you with all my heart, but are you okay? Do you need to talk to someone about getting dragged by your mouth in your childhood? \nI love you. I love you to bits. 😂', 'Skribz.. some people say that about you... miles: 😑😐', 'Poet what does emma have to do with this big man LMAOOOOO', 'Patta x Filthy Fellas kit is 🔥🔥🔥', 'UNPOPULAR OPINION - BUT THIS SHOW HAS LOST ITS SAUCE. IT NEEDS SOME NEW CAST MEMBERS IMO. ITS BECOME VERY PREDICTABLE WITH ONLY SPECS CARRYING THE SHOW WEEK TO WEEK.', 'Rip headphone users', 'Tottenham are so shit no trophies ❌🏆Loool 😂😂😂shit team']"
323,Ik9ascBcKoQ,"['West ham relegated 🤣🤣🤣🤣⚒⚒⚒⚒', 'Funniest thing Miles has ever said was does poet and deeney have the same dentist', '#bringbackleon', 'Specs wearing a next teams shirt......take the L', 'Specz, Savage Dan and Miles >>>', '11 minutes and 7 seconds I will never get back. This show is dead.', 'Where is you lot chat shit ?!?!?', 'New camera???', 'Need subtitles for Specs', 'Troy do you have dogs?😂']"
324,UPHvCfSy6iU,"['Back 2yrs Later ✌🏾', 'Miles looks like a yout', 'this episode starting was the best one ever idc', 'The theme tune to this ep tho 😂😂😂🙈', 'Technically Rio Ferdinand featured on this episode. Levels.', 'poets got fingers in some serious pies dese days', '0:24 nahhh pree the way miles is licking his lips and staring at miles!!', ""BOAT's shitty adlibs is so jarring"", '#bringbackleon', 'Swear to good Dan and Specs are the best on this show fam']"
325,3ToZa9hjU1o,"['Miles said Emery is the truth 🤣🤣🤣🤣🤣 another L', 'Chunks really had the toshiba backs from day', 'Poets laugh is eddie murphy violating.', '8:07-8:13 💨💨💨', 'Dan looks EXACTLY like Nzonzi. Fight me.', '11:41 thats a mad noise', 'Poet’s “what chu mean da fing is?!” I am DEEEEEEEEEAD. 😭😭😂😂', 'Nobody else uncomfortable with how Chunkz is watching Specs mouthpiece so hard when Specs is talking no? loool AH WAH DI?!??!', 'Miles almost had me convinced Barcelona had a Scuba Diving Squad', 'Miles is a fine dude, kinda like him, keep em one']"
326,p9Ah5ZBjsc4,"['Battyman talks goin on at the start tho lowe it g', 'Love Snips. Glad Ross is back.  Miles is a no. Try Ross and Hak. Not Miles', '11:58', 'Stevo’s light bulb moment after he said trash was fucking hilarioussss', 'Miles is fulla shit', 'Why does Russ look scared', 'Vuj is so sus lol', 'Why does miles forehead look like a grill when he raises his eyebrows', 'You lot need to make 2 shows a week', 'WE BACK BABBBBBYYYYYYY!']"
327,-sqmWgEgpII,"['7:08 so nobody spoke about specs primary school polo shirt', 'This vid Aged well😂', 'you didnt come round these ends 😂😂😂😂youd get bad up right after the border', '5:22 stepped on the shirt? Fucking plastic dick head', 'Miles makes specs look like a genius', 'glad to have you guys back', 'Did some research and found out mitch is 29!', 'Bring back Knght', ""Mileage = Typical Arsenal fan behaviour. Stepping on shirts and that. Worse fans in the world. Hope they dont get Top 4. Will give Mileage a pass cuz he's from my endz."", '5 years daam that went quick feels like yesterday']"
328,Uis3NZUNhEo,"['Bring this one back!! Arteta is a badman!', '👀', 'steveo please dnt eat down the mic! its horrible', 'emery', ""Klopp hasn't had any caps for his country but poet u was jumping on his ass when he got Liverpool to the champions league final , u chat hellla shit 🤧🤧🤧😂"", 'Specs is a g lol', 'Miles looks like Iwobi and I’ve only just realised, anyone else?', 'Please do a filthy fella’s world cup', 'Stevo climbing up the rankings for me. He pulled a masterclass this episode', 'Batty steve o is the funniest steve o']"
329,WZc-S5zhfbw,"['Jordy was NOT on it at the end with Miles. Hahahahahah. 😂', 'Wtf were you guys during the world cup?', 'Stoke finished ninth three times that is impressive and the 10 year stay', 'Miles: I love you so much. Oh my GOD.', '‘I want the car crash to happen again’ 😂😂😂😂😂😂 about to binge watch', ""Jesus, I heard that lad's laugh at the start and thought I was listening to a Gorillaz song."", 'Specs is killing it lately', 'Bring on marv abbey next season,l', 'Man said he wants the car crash to happen again 🤣🤣🤣', 'Specs is without question filthy fella of the year, sat opposite him on the underground & he was hilarious while doing absolutely nothing']"
330,xZbH1e7bt1w,"['Miles comparing poet is like comparing boro to Oxford United , ofc boro is better but NO CARES about both of you 😂😂😂and I’m an arsenal fan', 'lol. West ham fan giving us licks. bredren hammers have got relegated many times. you grandad, nay great grandad would have to be alive to see that if arsenal.', ""They used to call me one series\n\nYou're still a one series"", 'steveos impression of Kane was cringe and not funny at all, you will all be licking his ars in an england shirt', ""Stevo's sus"", 'specs needs to do stand up, that guy is too jokes haha', 'https://soundcloud.com/user-235789891/mr-loui', 'Specs is a legend', 'nah specs is on another level 😂', '""You\'re called Miles but you\'re outta breath after metres...."" 😂😂😂😂🤘🏽🤘🏽🤘🏽 That was next levels from Poet']"
331,ORi1WBgMzN4,"['Man used to make 7 minute videos uno', 'specs said bellerin gotta do marketing what', 'Yo the wikipedia page on Stevo is fucking mint.', 'The man is leaving, show some damn respect .', '""Mustafi\'s son wants to be Italian, so he should go Spain""\n\nSpecs', 'These guys know nothing. All they\'re good at is chatting shitttttttt. ""Any english managers about?"" ""Brendan Rodgers"" ""Yeah Rodgers""..........""rODgeRs IS fRoM NoRTheRn IRelAnD', '0:59 I think the quote is from Naruto by Orochimaru', 'Specs the undisputed champion of filthy fellas', 'lmao classic video. Top banter', 'https://www.youtube.com/watch?v=QvxtM3mfGV8&t=196s']"
332,_LAttjZmKHQ,"['Specs is too much man, Miles didnt appreciate that Jamaican man are pagans line tho 😂😂😩', 'He’s a cool Man Utd fan I don’t mind Man Utd', 'Boat from (Africa)Nigeria 🇳🇬 and the Caribbean', 'Ayyyyyyyyy BOAT with that Montserratian blood. Shout out Montserrat. ❤', 'Poet is 36?! WTF?!', 'Where’s Mitch???????', 'Boats from Montserrat, know couple man from there, mad volcano there', ""Lol the comment about Us(Arsenal) having Keiran Gibbs as our left back had me dying, cuz it's partly true. But Monreal has been solidly consistent for years now and is underrated af imo."", 'Large up yaself montserrat', 'Damn look at all them points, still second tho! 😑😐']"
333,Uv40DOcU8SA,"['7:45 🤣', '0:13-0:25 is the reason why were here from ZaanTV', 'So THATS why ksi has never featured on here... Poets lowley a hater 😂', 'That intro', '“THERE IS POO ON MY HAND” 😂😂', 'LOOOOOOOOOOOL coz i care', 'good show my only advice is never bet against Liverpool FC Never', ""Liverpool vs City 5-1, Barca is out, Salah scored 40th goal, United lost to WBA and handed City title (it's actually even worse than losing to City)Pogba to bench again, and Arsenal just reminded us how shit they are\nI bet some of you guys were crying ;)"", '0:20  oh on whos man is this', 'Best opening this show has ever had 😂😂😂']"
334,JpyzN1gs9P4,"['Below average Dan ya na 😩😂😂😂 Specs mockin it', 'get the comb out your head, fucking idiot', 'Chelsea were fifth and Arsenal sixth so Dan your safe Man not suicide season', '‘BNP FC’ 😂😂😂', 'how does B.O.A.T have no eyebrows but a decent hairline', 'Every week should just be getting onto Dan in my opinion. I\'m gona make ""Below Average Dan"" stick as his name lool', ""Why is boat dressed like elvis with a Afro comb 😩🕺🏽 😂 massive L . Typical Chelsea fan Dan, under pressure and getting emotional, relax big man !! This guy is a baller/boxer/producer and playboy ! Ain't he got nothing better to do."", 'Boat looks like a bill Crosby’s newphew😂😭😂', 'Errol Spence is the best welterweight in the World', 'Can someone please tell me what L means!!']"
335,1i6aPX7snZg,"['Lawd explain why B.O.A.T looks like Alex Hunter and Stevo had a baby together. ???', 'Bredda next to hak look like v for vendetta', 'This sharmuto guy😂😂😂😂😂', 'I just clocked skits was in top boy', 'Is it because of the international break you guys haven’t done any new episodes. Fucking disgrace. Stop getting trims and bring us the damn ting', 'Waiting for the next one fellas', 'You lot chat proper shit, especially Poet!', 'please sake hak and bring back ross, man is bare boring', 'The fact that people are in the comments saying Hak is funny makes me wanna give up with this fan base', 'notice how boat and savage dan recently are never in the same room/show as each other since their little beef']"
